"filename", "language", "Markdown", "YAML", "Dart", "Diff", "Python", "JSON", "C++", "CMake", "Swift", "XML", "Properties", "HTML", "comment", "blank", "total"
"/home/ahmed/Desktop/Quran2U/test_urls.dart", "Dart", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 56
"/home/ahmed/Desktop/Quran2U/ui_v2/app_colors.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 25
"/home/ahmed/Desktop/Quran2U/ui_v2/app_theme.dart", "Dart", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 95
"/home/ahmed/Desktop/Quran2U/ui_v2/widgets/glass_panel.dart", "Dart", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 62
"/home/ahmed/Desktop/Quran2U/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 5, 47
"/home/ahmed/Desktop/Quran2U/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/home/ahmed/Desktop/Quran2U/windows/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 20, 109
"/home/ahmed/Desktop/Quran2U/windows/flutter/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 12, 110
"/home/ahmed/Desktop/Quran2U/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 5, 27
"/home/ahmed/Desktop/Quran2U/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 6, 16
"/home/ahmed/Desktop/Quran2U/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"/home/ahmed/Desktop/Quran2U/windows/runner/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 7, 41
"/home/ahmed/Desktop/Quran2U/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 7, 16, 72
"/home/ahmed/Desktop/Quran2U/windows/runner/flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 9, 34
"/home/ahmed/Desktop/Quran2U/windows/runner/main.cpp", "C++", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 10, 44
"/home/ahmed/Desktop/Quran2U/windows/runner/resource.h", "C++", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 6, 2, 17
"/home/ahmed/Desktop/Quran2U/windows/runner/utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 2, 10, 66
"/home/ahmed/Desktop/Quran2U/windows/runner/utils.h", "C++", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 6, 6, 20
"/home/ahmed/Desktop/Quran2U/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 24, 55, 289
"/home/ahmed/Desktop/Quran2U/windows/runner/win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 361, 77, 28677, 3499, 261, 2920, 581, 471, 87, 955, 10, 19, 2412, 3039, 43369
