"filename", "language", "YAML", "Properties", "XML", "Dart", "Python", "Markdown", "JSON", "Diff", "C++", "CMake", "HTML", "Swift", "comment", "blank", "total"
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/drawable/widget_row_highlight.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/layout/prayer_times_widget.xml", "XML", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 284
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/values-night/styles.xml", "XML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/values/styles.xml", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 21
"/home/ahmed/Desktop/Quran2U/android/app/src/main/res/xml/prayer_times_widget_info.xml", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/ahmed/Desktop/Quran2U/android/app/src/profile/AndroidManifest.xml", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"/home/ahmed/Desktop/Quran2U/android/gradle.properties", "Properties", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/ahmed/Desktop/Quran2U/android/gradle/wrapper/gradle-wrapper.properties", "Properties", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/ahmed/Desktop/Quran2U/devtools_options.yaml", "YAML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/ahmed/Desktop/Quran2U/ios/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 3, 17
"/home/ahmed/Desktop/Quran2U/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 1, 123
"/home/ahmed/Desktop/Quran2U/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"/home/ahmed/Desktop/Quran2U/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/home/ahmed/Desktop/Quran2U/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"/home/ahmed/Desktop/Quran2U/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"/home/ahmed/Desktop/Quran2U/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
